Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 8.446E-01, 2.212E+02, 7.678E+01, 1.518E+02, 3.030E+01, 3.273E+01, 1.354E+01, 2.557E-02, 8.472E+01, 3.832E+01, 2.590E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.503E+02
