Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 8.389E-01, 2.149E+02, 7.549E+01, 1.474E+02, 2.928E+01, 3.190E+01, 1.355E+01, 2.389E-02, 8.810E+01, 3.791E+01, 2.362E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.394E+02
